hanja,kor,link
怨,원망할 원(:)[12],https://namu.wiki/w/%E6%80%A8
援,도울 원:,https://namu.wiki/w/%E6%8F%B4
源,근원 원,https://namu.wiki/w/%E6%BA%90
圍,에워쌀 위,https://namu.wiki/w/%E5%9C%8D
委,맡길 위,https://namu.wiki/w/%E5%A7%94
威,위엄 위,https://namu.wiki/w/%E5%A8%81
慰,위로할 위,https://namu.wiki/w/%E6%85%B0
危,위태할 위,https://namu.wiki/w/%E5%8D%B1
遊,놀 유,https://namu.wiki/w/%E9%81%8A
乳,젖 유,https://namu.wiki/w/%E4%B9%B3
儒,선비 유,https://namu.wiki/w/%E5%84%92
遺,남길 유,https://namu.wiki/w/%E9%81%BA
隱,숨을 은,https://namu.wiki/w/%E9%9A%B1
依,의지할 의,https://namu.wiki/w/%E4%BE%9D
儀,거동 의,https://namu.wiki/w/%E5%84%80
疑,의심할 의,https://namu.wiki/w/%E7%96%91
異,다를 이:,https://namu.wiki/w/%E7%95%B0
仁,어질 인,https://namu.wiki/w/%E4%BB%81
資,재물 자,https://namu.wiki/w/%E8%B3%87
姿,모양 자:,https://namu.wiki/w/%E5%A7%BF
姉,손윗누이 자,https://namu.wiki/w/%E5%A7%89
殘,남을 잔,https://namu.wiki/w/%E6%AE%98
雜,섞일 잡,https://namu.wiki/w/%E9%9B%9C
獎,장려할 장(:)[13],https://namu.wiki/w/%E7%8D%8E
裝,꾸밀 장,https://namu.wiki/w/%E8%A3%9D
腸,창자 장,https://namu.wiki/w/%E8%85%B8
張,베풀 장,https://namu.wiki/w/%E5%BC%B5
壯,장할 장:,https://namu.wiki/w/%E5%A3%AF
帳,장막 장,https://namu.wiki/w/%E5%B8%B3
底,밑 저:,https://namu.wiki/w/%E5%BA%95
積,쌓을 적,https://namu.wiki/w/%E7%A9%8D
籍,문서 적,https://namu.wiki/w/%E7%B1%8D
適,맞을 적,https://namu.wiki/w/%E9%81%A9
績,길쌈 적,https://namu.wiki/w/%E7%B8%BE
賊,도둑 적,https://namu.wiki/w/%E8%B3%8A
專,오로지 전,https://namu.wiki/w/%E5%B0%88
轉,구를 전:,https://namu.wiki/w/%E8%BD%89
錢,돈 전:,https://namu.wiki/w/%E9%8C%A2
折,꺾을 절,https://namu.wiki/w/%E6%8A%98
點,점 점(:)[14],https://namu.wiki/w/%E9%BB%9E
占,점령할/점칠 점(:)[15],https://namu.wiki/w/%E5%8D%A0
靜,고요할 정,https://namu.wiki/w/%E9%9D%9C
丁,고무래/장정 정,https://namu.wiki/w/%E4%B8%81
整,가지런할 정:,https://namu.wiki/w/%E6%95%B4
帝,임금 제:,https://namu.wiki/w/%E5%B8%9D
條,가지 조,https://namu.wiki/w/%E6%A2%9D
潮,밀물/조수 조,https://namu.wiki/w/%E6%BD%AE
組,짤 조,https://namu.wiki/w/%E7%B5%84
存,있을 존,https://namu.wiki/w/%E5%AD%98
鍾,쇠북 종[16],https://namu.wiki/w/%E9%8D%BE
從,좇을 종(:)[17],https://namu.wiki/w/%E5%BE%9E
座,자리 좌:,https://namu.wiki/w/%E5%BA%A7
酒,술 주(:)[18],https://namu.wiki/w/%E9%85%92
朱,붉을 주,https://namu.wiki/w/%E6%9C%B1
周,두루 주,https://namu.wiki/w/%E5%91%A8
證,증거 증,https://namu.wiki/w/%E8%AD%89
持,가질 지,https://namu.wiki/w/%E6%8C%81
智,슬기/지혜 지,https://namu.wiki/w/%E6%99%BA
誌,기록할 지,https://namu.wiki/w/%E8%AA%8C
織,짤 직,https://namu.wiki/w/%E7%B9%94
珍,보배 진,https://namu.wiki/w/%E7%8F%8D
盡,다할 진:,https://namu.wiki/w/%E7%9B%A1
陣,진칠 진,https://namu.wiki/w/%E9%99%A3
差,다를 차,https://namu.wiki/w/%E5%B7%AE
讚,기릴 찬:,https://namu.wiki/w/%E8%AE%9A
採,캘 채:,https://namu.wiki/w/%E6%8E%A1
冊,책 책,https://namu.wiki/w/%E5%86%8A
泉,샘 천,https://namu.wiki/w/%E6%B3%89
聽,들을 청,https://namu.wiki/w/%E8%81%BD
廳,관청 청,https://namu.wiki/w/%E5%BB%B3
招,부를 초,https://namu.wiki/w/%E6%8B%9B
推,밀 추,https://namu.wiki/w/%E6%8E%A8
縮,줄일 축,https://namu.wiki/w/%E7%B8%AE
就,나아갈 취:,https://namu.wiki/w/%E5%B0%B1
趣,뜻 취:,https://namu.wiki/w/%E8%B6%A3
層,층 층,https://namu.wiki/w/%E5%B1%A4
寢,잘 침:,https://namu.wiki/w/%E5%AF%A2
針,바늘 침(:)[19],https://namu.wiki/w/%E9%87%9D
稱,일컬을 칭,https://namu.wiki/w/%E7%A8%B1
歎,탄식할 탄:,https://namu.wiki/w/%E6%AD%8E
彈,탄알 탄:,https://namu.wiki/w/%E5%BD%88
脫,벗을 탈,https://namu.wiki/w/%E8%84%AB
探,찾을 탐,https://namu.wiki/w/%E6%8E%A2
擇,가릴 택,https://namu.wiki/w/%E6%93%87
討,칠 토(:)[20],https://namu.wiki/w/%E8%A8%8E
痛,아플 통:,https://namu.wiki/w/%E7%97%9B
投,던질 투,https://namu.wiki/w/%E6%8A%95
鬪,싸움 투,https://namu.wiki/w/%E9%AC%AA
派,갈래 파,https://namu.wiki/w/%E6%B4%BE
判,판단할 판,https://namu.wiki/w/%E5%88%A4
篇,책 편,https://namu.wiki/w/%E7%AF%87
評,평할 평:,https://namu.wiki/w/%E8%A9%95
閉,닫을 폐:,https://namu.wiki/w/%E9%96%89
胞,세포 포(:)[21],https://namu.wiki/w/%E8%83%9E
爆,불터질 폭,https://namu.wiki/w/%E7%88%86
標,표할 표,https://namu.wiki/w/%E6%A8%99
疲,피곤할 피,https://namu.wiki/w/%E7%96%B2
避,피할 피:,https://namu.wiki/w/%E9%81%BF
閑,한가할 한,https://namu.wiki/w/%E9%96%91
恨,한 한:,https://namu.wiki/w/%E6%81%A8
抗,겨룰 항:,https://namu.wiki/w/%E6%8A%97
核,씨 핵,https://namu.wiki/w/%E6%A0%B8
憲,법 헌:,https://namu.wiki/w/%E6%86%B2
險,험할 험:,https://namu.wiki/w/%E9%9A%AA
革,가죽 혁,https://namu.wiki/w/%E9%9D%A9
顯,나타날 현:,https://namu.wiki/w/%E9%A1%AF
刑,형벌 형,https://namu.wiki/w/%E5%88%91
或,혹 혹,https://namu.wiki/w/%E6%88%96
婚,혼인할 혼,https://namu.wiki/w/%E5%A9%9A
混,섞일 혼:,https://namu.wiki/w/%E6%B7%B7
紅,붉을 홍,https://namu.wiki/w/%E7%B4%85
華,빛날 화,https://namu.wiki/w/%E8%8F%AF
歡,기쁠 환,https://namu.wiki/w/%E6%AD%A1
環,고리 환(:)[22],https://namu.wiki/w/%E7%92%B0
況,상황 황:,https://namu.wiki/w/%E6%B3%81
灰,재 회,https://namu.wiki/w/%E7%81%B0
厚,두터울 후:,https://namu.wiki/w/%E5%8E%9A
候,기후 후:,https://namu.wiki/w/%E5%80%99
揮,휘두를 휘,https://namu.wiki/w/%E6%8F%AE
喜,기쁠 희,https://namu.wiki/w/%E5%96%9C
假,거짓 가:,https://namu.wiki/w/%E5%81%87
街,거리 가(:)[1],https://namu.wiki/w/%E8%A1%97
減,덜 감:,https://namu.wiki/w/%E6%B8%9B
監,볼 감,https://namu.wiki/w/%E7%9B%A3
講,욀 강:,https://namu.wiki/w/%E8%AC%9B
康,편안 강,https://namu.wiki/w/%E5%BA%B7
個,낱 개(:)[2],https://namu.wiki/w/%E5%80%8B
檢,검사할 검:,https://namu.wiki/w/%E6%AA%A2
潔,깨끗할 결,https://namu.wiki/w/%E6%BD%94
缺,이지러질 결,https://namu.wiki/w/%E7%BC%BA
境,지경 경,https://namu.wiki/w/%E5%A2%83
經,지날/글 경,https://namu.wiki/w/%E7%B6%93
警,깨우칠 경:,https://namu.wiki/w/%E8%AD%A6
慶,경사 경:,https://namu.wiki/w/%E6%85%B6
係,맬 계:,https://namu.wiki/w/%E4%BF%82
故,연고 고(:)[3],https://namu.wiki/w/%E6%95%85
官,벼슬 관,https://namu.wiki/w/%E5%AE%98
求,구할 구,https://namu.wiki/w/%E6%B1%82
句,글귀 구,https://namu.wiki/w/%E5%8F%A5
究,연구할 구,https://namu.wiki/w/%E7%A9%B6
宮,집 궁,https://namu.wiki/w/%E5%AE%AE
權,권세 권,https://namu.wiki/w/%E6%AC%8A
極,다할/극진할 극,https://namu.wiki/w/%E6%A5%B5
禁,금할 금:,https://namu.wiki/w/%E7%A6%81
器,그릇 기,https://namu.wiki/w/%E5%99%A8
起,일어날 기,https://namu.wiki/w/%E8%B5%B7
暖,따뜻할 난:,https://namu.wiki/w/%E6%9A%96
難,어려울 난(:)[4],https://namu.wiki/w/%E9%9B%A3
怒,성낼 노:,https://namu.wiki/w/%E6%80%92
努,힘쓸 노,https://namu.wiki/w/%E5%8A%AA
斷,끊을 단:,https://namu.wiki/w/%E6%96%B7
單,홑 단,https://namu.wiki/w/%E5%96%AE
檀,박달나무 단,https://namu.wiki/w/%E6%AA%80
端,끝 단,https://namu.wiki/w/%E7%AB%AF
達,통달할 달,https://namu.wiki/w/%E9%81%94
擔,멜 담,https://namu.wiki/w/%E6%93%94
黨,무리 당,https://namu.wiki/w/%E9%BB%A8
帶,띠 대(:)[5],https://namu.wiki/w/%E5%B8%B6
隊,무리 대,https://namu.wiki/w/%E9%9A%8A
導,인도할 도,https://namu.wiki/w/%E5%B0%8E
毒,독 독,https://namu.wiki/w/%E6%AF%92
督,감독할 독,https://namu.wiki/w/%E7%9D%A3
銅,구리 동,https://namu.wiki/w/%E9%8A%85
斗,말 두,https://namu.wiki/w/%E6%96%97
豆,콩 두,https://namu.wiki/w/%E8%B1%86
得,얻을 득,https://namu.wiki/w/%E5%BE%97
燈,등 등,https://namu.wiki/w/%E7%87%88
羅,벌릴 라,https://namu.wiki/w/%E7%BE%85
兩,두 량:,https://namu.wiki/w/%E5%85%A9
麗,고울 려,https://namu.wiki/w/%E9%BA%97
連,이을 련,https://namu.wiki/w/%E9%80%A3
列,벌릴 렬,https://namu.wiki/w/%E5%88%97
錄,기록할 록,https://namu.wiki/w/%E9%8C%84
論,논할 론,https://namu.wiki/w/%E8%AB%96
留,머무를 류,https://namu.wiki/w/%E7%95%99
律,법칙 률,https://namu.wiki/w/%E5%BE%8B
滿,찰 만(:)[6],https://namu.wiki/w/%E6%BB%BF
脈,줄기 맥,https://namu.wiki/w/%E8%84%88
毛,터럭 모,https://namu.wiki/w/%E6%AF%9B
牧,칠 목,https://namu.wiki/w/%E7%89%A7
務,힘쓸 무:,https://namu.wiki/w/%E5%8B%99
武,호반 무,https://namu.wiki/w/%E6%AD%A6
未,아닐 미(:)[7],https://namu.wiki/w/%E6%9C%AA
味,맛 미:,https://namu.wiki/w/%E5%91%B3
密,빽빽할 밀,https://namu.wiki/w/%E5%AF%86
博,넓을 박,https://namu.wiki/w/%E5%8D%9A
防,막을 방,https://namu.wiki/w/%E9%98%B2
房,방 방,https://namu.wiki/w/%E6%88%BF
訪,찾을 방:,https://namu.wiki/w/%E8%A8%AA
拜,절 배:,https://namu.wiki/w/%E6%8B%9C
背,등 배:,https://namu.wiki/w/%E8%83%8C
配,나눌/짝 배:,https://namu.wiki/w/%E9%85%8D
罰,벌할 벌,https://namu.wiki/w/%E7%BD%B0
伐,칠 벌,https://namu.wiki/w/%E4%BC%90
壁,벽 벽,https://namu.wiki/w/%E5%A3%81
邊,가 변,https://namu.wiki/w/%E9%82%8A
保,지킬 보(:)[8],https://namu.wiki/w/%E4%BF%9D
步,걸음 보:,https://namu.wiki/w/%E6%AD%A5
報,갚을/알릴 보(:)[9],https://namu.wiki/w/%E5%A0%B1
寶,보배 보:,https://namu.wiki/w/%E5%AF%B6
復,회복할 복 | 다시 부:[10],https://namu.wiki/w/%E5%BE%A9
府,마을 부(:)[11],https://namu.wiki/w/%E5%BA%9C
富,부자 부:,https://namu.wiki/w/%E5%AF%8C
副,버금 부:,https://namu.wiki/w/%E5%89%AF
婦,며느리 부,https://namu.wiki/w/%E5%A9%A6
佛,부처 불,https://namu.wiki/w/%E4%BD%9B
飛,날 비,https://namu.wiki/w/%E9%A3%9B
備,갖출 비:,https://namu.wiki/w/%E5%82%99
非,아닐 비(:),https://namu.wiki/w/%E9%9D%9E
悲,슬플 비:,https://namu.wiki/w/%E6%82%B2
貧,가난할 빈,https://namu.wiki/w/%E8%B2%A7
寺,절 사[12],https://namu.wiki/w/%E5%AF%BA
師,스승 사,https://namu.wiki/w/%E5%B8%AB
謝,사례할 사:,https://namu.wiki/w/%E8%AC%9D
舍,집 사,https://namu.wiki/w/%E8%88%8D
殺,죽일 살 | 감할/빠를 쇄:[13],https://namu.wiki/w/%E6%AE%BA
常,떳떳할 상,https://namu.wiki/w/%E5%B8%B8
床,상 상,https://namu.wiki/w/%E5%BA%8A
想,생각 상:,https://namu.wiki/w/%E6%83%B3
狀,형상 상 | 문서 장:[14],https://namu.wiki/w/%E7%8B%80
設,베풀 설,https://namu.wiki/w/%E8%A8%AD
誠,정성 성,https://namu.wiki/w/%E8%AA%A0
聲,소리 성,https://namu.wiki/w/%E8%81%B2
盛,성할 성:,https://namu.wiki/w/%E7%9B%9B
聖,성인 성:,https://namu.wiki/w/%E8%81%96
城,재 성,https://namu.wiki/w/%E5%9F%8E
星,별 성,https://namu.wiki/w/%E6%98%9F
勢,형세 세:,https://namu.wiki/w/%E5%8B%A2
稅,세금 세:,https://namu.wiki/w/%E7%A8%85
細,가늘 세:,https://namu.wiki/w/%E7%B4%B0
笑,웃음 소:,https://namu.wiki/w/%E7%AC%91
掃,쓸 소(:)[15],https://namu.wiki/w/%E6%8E%83
素,본디/흴 소(:)[16],https://namu.wiki/w/%E7%B4%A0
續,이을 속,https://namu.wiki/w/%E7%BA%8C
俗,풍속 속,https://namu.wiki/w/%E4%BF%97
送,보낼 송:,https://namu.wiki/w/%E9%80%81
修,닦을 수,https://namu.wiki/w/%E4%BF%AE
受,받을 수(:)[17],https://namu.wiki/w/%E5%8F%97
守,지킬 수,https://namu.wiki/w/%E5%AE%88
授,줄 수,https://namu.wiki/w/%E6%8E%88
收,거둘 수,https://namu.wiki/w/%E6%94%B6
純,순수할  순,https://namu.wiki/w/%E7%B4%94
承,이을 승,https://namu.wiki/w/%E6%89%BF
詩,시 시,https://namu.wiki/w/%E8%A9%A9
試,시험 시(:)[18],https://namu.wiki/w/%E8%A9%A6
視,볼 시:,https://namu.wiki/w/%E8%A6%96
施,베풀 시:,https://namu.wiki/w/%E6%96%BD
是,이/옳을 시:,https://namu.wiki/w/%E6%98%AF
息,쉴 식,https://namu.wiki/w/%E6%81%AF
申,납 신,https://namu.wiki/w/%E7%94%B3
深,깊을 심,https://namu.wiki/w/%E6%B7%B1
眼,눈 안:,https://namu.wiki/w/%E7%9C%BC
暗,어두울 암:,https://namu.wiki/w/%E6%9A%97
壓,누를 압,https://namu.wiki/w/%E5%A3%93
液,진 액,https://namu.wiki/w/%E6%B6%B2
羊,양 양,https://namu.wiki/w/%E7%BE%8A
餘,남을 여,https://namu.wiki/w/%E9%A4%98
如,같을 여,https://namu.wiki/w/%E5%A6%82
逆,거스릴 역,https://namu.wiki/w/%E9%80%86
煙,연기 연,https://namu.wiki/w/%E7%85%99
硏,갈 연:,https://namu.wiki/w/%E7%A1%8F
演,펼 연:,https://namu.wiki/w/%E6%BC%94
榮,영화 영,https://namu.wiki/w/%E6%A6%AE
藝,재주 예:,https://namu.wiki/w/%E8%97%9D
誤,그르칠 오:,https://namu.wiki/w/%E8%AA%A4
玉,구슬 옥,https://namu.wiki/w/%E7%8E%89
往,갈 왕:,https://namu.wiki/w/%E5%BE%80
謠,노래 요,https://namu.wiki/w/%E8%AC%A0
容,얼굴 용,https://namu.wiki/w/%E5%AE%B9
圓,둥글 원,https://namu.wiki/w/%E5%9C%93
員,인원 원,https://namu.wiki/w/%E5%93%A1
衛,지킬 위,https://namu.wiki/w/%E8%A1%9B
爲,하/할 위(:)[19],https://namu.wiki/w/%E7%88%B2
肉,고기 육,https://namu.wiki/w/%E8%82%89
恩,은혜 은,https://namu.wiki/w/%E6%81%A9
陰,그늘 음,https://namu.wiki/w/%E9%99%B0
應,응할 응:,https://namu.wiki/w/%E6%87%89
議,의논할 의(:)[20],https://namu.wiki/w/%E8%AD%B0
義,옳을 의:,https://namu.wiki/w/%E7%BE%A9
移,옮길 이,https://namu.wiki/w/%E7%A7%BB
益,더할 익,https://namu.wiki/w/%E7%9B%8A
印,도장 인,https://namu.wiki/w/%E5%8D%B0
引,끌 인,https://namu.wiki/w/%E5%BC%95
認,알 인,https://namu.wiki/w/%E8%AA%8D
將,장수 장(:)[21],https://namu.wiki/w/%E5%B0%87
障,막을 장,https://namu.wiki/w/%E9%9A%9C
低,낮을 저:,https://namu.wiki/w/%E4%BD%8E
敵,대적할 적,https://namu.wiki/w/%E6%95%B5
田,밭 전,https://namu.wiki/w/%E7%94%B0
絶,끊을 절,https://namu.wiki/w/%E7%B5%B6
接,이을 접,https://namu.wiki/w/%E6%8E%A5
政,정사 정,https://namu.wiki/w/%E6%94%BF
程,한도/길 정,https://namu.wiki/w/%E7%A8%8B
精,정할 정,https://namu.wiki/w/%E7%B2%BE
濟,건널 제:,https://namu.wiki/w/%E6%BF%9F
提,끌 제,https://namu.wiki/w/%E6%8F%90
制,절제할 제:,https://namu.wiki/w/%E5%88%B6
製,지을 제:,https://namu.wiki/w/%E8%A3%BD
除,덜 제,https://namu.wiki/w/%E9%99%A4
際,즈음/가 제:,https://namu.wiki/w/%E9%9A%9B
祭,제사 제:,https://namu.wiki/w/%E7%A5%AD
鳥,새 조,https://namu.wiki/w/%E9%B3%A5
助,도울 조:,https://namu.wiki/w/%E5%8A%A9
早,이를 조:,https://namu.wiki/w/%E6%97%A9
造,지을 조:,https://namu.wiki/w/%E9%80%A0
尊,높을 존,https://namu.wiki/w/%E5%B0%8A
宗,마루 종,https://namu.wiki/w/%E5%AE%97
走,달릴 주,https://namu.wiki/w/%E8%B5%B0
竹,대 죽,https://namu.wiki/w/%E7%AB%B9
準,준할 준:,https://namu.wiki/w/%E6%BA%96
衆,무리 중:,https://namu.wiki/w/%E8%A1%86
增,더할 증,https://namu.wiki/w/%E5%A2%9E
志,뜻 지,https://namu.wiki/w/%E5%BF%97
指,가리킬 지,https://namu.wiki/w/%E6%8C%87
支,지탱할 지,https://namu.wiki/w/%E6%94%AF
至,이를 지,https://namu.wiki/w/%E8%87%B3
職,직분 직,https://namu.wiki/w/%E8%81%B7
進,나아갈 진:,https://namu.wiki/w/%E9%80%B2
眞,참 진,https://namu.wiki/w/%E7%9C%9E
次,버금 차,https://namu.wiki/w/%E6%AC%A1
察,살필 찰,https://namu.wiki/w/%E5%AF%9F
創,비롯할 창:,https://namu.wiki/w/%E5%89%B5
處,곳 처:,https://namu.wiki/w/%E8%99%95
請,청할 청,https://namu.wiki/w/%E8%AB%8B
總,다 총:,https://namu.wiki/w/%E7%B8%BD
銃,총 총,https://namu.wiki/w/%E9%8A%83
築,쌓을 축,https://namu.wiki/w/%E7%AF%89
蓄,모을 축,https://namu.wiki/w/%E8%93%84
忠,충성 충,https://namu.wiki/w/%E5%BF%A0
蟲,벌레 충,https://namu.wiki/w/%E8%9F%B2
取,가질 취:,https://namu.wiki/w/%E5%8F%96
測,헤아릴 측,https://namu.wiki/w/%E6%B8%AC
治,다스릴 치,https://namu.wiki/w/%E6%B2%BB
置,둘 치:,https://namu.wiki/w/%E7%BD%AE
齒,이 치,https://namu.wiki/w/%E9%BD%92
侵,침노할 침,https://namu.wiki/w/%E4%BE%B5
快,쾌할 쾌,https://namu.wiki/w/%E5%BF%AB
態,모습 태:,https://namu.wiki/w/%E6%85%8B
統,거느릴 통:,https://namu.wiki/w/%E7%B5%B1
退,물러날 퇴:,https://namu.wiki/w/%E9%80%80
波,물결 파,https://namu.wiki/w/%E6%B3%A2
破,깨뜨릴 파:,https://namu.wiki/w/%E7%A0%B4
砲,대포 포:,https://namu.wiki/w/%E7%A0%B2
包,쌀 포(:)[22],https://namu.wiki/w/%E5%8C%85
布,베/펼 포(:) | 보시 보:[23],https://namu.wiki/w/%E5%B8%83
暴,사나울 폭 | 모질 포:[24],https://namu.wiki/w/%E6%9A%B4
票,표 표,https://namu.wiki/w/%E7%A5%A8
豊,풍년 풍,https://namu.wiki/w/%E8%B1%8A
限,한할 한:,https://namu.wiki/w/%E9%99%90
航,배 항:,https://namu.wiki/w/%E8%88%AA
港,항구 항:,https://namu.wiki/w/%E6%B8%AF
解,풀 해:,https://namu.wiki/w/%E8%A7%A3
鄕,시골 향,https://namu.wiki/w/%E9%84%95
香,향기 향,https://namu.wiki/w/%E9%A6%99
虛,빌 허,https://namu.wiki/w/%E8%99%9B
驗,시험 험:,https://namu.wiki/w/%E9%A9%97
賢,어질 현,https://namu.wiki/w/%E8%B3%A2
血,피 혈,https://namu.wiki/w/%E8%A1%80
協,화할 협,https://namu.wiki/w/%E5%8D%94
惠,은혜 혜:,https://namu.wiki/w/%E6%83%A0
好,좋을 호:,https://namu.wiki/w/%E5%A5%BD
戶,집 호:,https://namu.wiki/w/%E6%88%B6
護,도울 호:,https://namu.wiki/w/%E8%AD%B7
呼,부를 호,https://namu.wiki/w/%E5%91%BC
貨,재물 화:,https://namu.wiki/w/%E8%B2%A8
確,굳을 확,https://namu.wiki/w/%E7%A2%BA
回,돌아올 회,https://namu.wiki/w/%E5%9B%9E
吸,마실 흡,https://namu.wiki/w/%E5%90%B8
興,일 흥(:)[25],https://namu.wiki/w/%E8%88%88
希,바랄 희,https://namu.wiki/w/%E5%B8%8C
